,税收收入,税收收入,税收收入,税收收入,税收收入,税收收入,税收收入,税收收入,税收收入,税收收入,税收收入,税收收入,税收收入,税收收入,税收收入,税收收入,出口退税
,国内增值税,国内消费税,海关代征进口环节增值税和消费税,营业税,企业所得税（内资）,企业所得税（外资）,个人所得税,城镇土地使用税,投资方向调节税,城市维护建设税,证券交易印花税,其他印花税,土地增值税,房产税,车船税,车辆购置税,出口退税
2010Q1,41390350000.0,13926430000.0,53870490000.0,28595840000.0,20383800000.0,13762700000.0,19976610000.0,523940000.0,310000.0,2715500000.0,7727270000.0,980390000.0,2416640000.0,869550000.0,207110000.0,1308160000.0,-13326410000.0
2010Q2,37749780000.0,11702610000.0,55429650000.0,22585660000.0,30944290000.0,26627610000.0,15626530000.0,1070220000.0,0.0,2164460000.0,6535140000.0,1089200000.0,2206880000.0,2471330000.0,276190000.0,1685870000.0,-14213710000.0
2010Q3,39958530000.0,11777930000.0,57111600000.0,22070730000.0,19848380000.0,17654360000.0,15050790000.0,204600000.0,0.0,2235260000.0,5860340000.0,1015200000.0,2819420000.0,829450000.0,265450000.0,1450690000.0,-18680350000.0
2010Q4,38400850000.0,12551510000.0,41880590000.0,20140430000.0,16022840000.0,11486750000.0,14646780000.0,928820000.0,0.0,2150930000.0,10403110000.0,820050000.0,2253100000.0,2059750000.0,243840000.0,1379940000.0,-14586250000.0
