,税收收入,增值税,企业所得税,个人所得税,资源税,城市维护建设税,房产税,印花税,城镇土地使用税,土地增值税,车船税,耕地占用税,契税,烟叶税,环境保护税,其他税收收入,非税收入,专项收入,行政事业性收费收入,罚没收入,国有资本经营收入,国有资源（资产）有偿使用收入,捐赠收入,政府住房基金收入,其他收入,一般公共预算收入合计,中央税收返还收入,中央一般性转移支付收入,中央专项转移支付收入,调入资金,动用预算稳定调节基金,地方政府一般债务收入,接受其他地区援助收入,上年结转收入,总计
2020,219948170000.0,94320640000.0,36246980000.0,7674060000.0,3072270000.0,14811000000.0,7257170000.0,3628530000.0,10230010000.0,14763560000.0,2523620000.0,2276960000.0,22623560000.0,80080000.0,322500000.0,117230000.0,101648260000.0,29504470000.0,12340140000.0,9929390000.0,4394450000.0,38245960000.0,833510000.0,3052910000.0,3347430000.0,321596430000.0,31749450000.0,311796020000.0,30733380000.0,51757500000.0,51622770000.0,66050760000.0,400000000.0,8873500000.0,874579810000.0
