,税收收入,增值税,营业税,企业所得税,个人所得税,资源税,城市维护建设税,房产税,印花税,城镇土地使用税,土地增值税,车船税,耕地占用税,契税,烟叶税,非税收入,专项收入,行政事业性收费收入,罚没收入,国有资本经营收入,国有资源（资产）有偿使用收入,政府住房基金收入,其他收入,一般公共预算收入合计,中央税收返还及转移支付,中央税收返还收入,中央一般性转移支付收入,中央专项转移支付收入,地方政府一般债务收入,上年结转收入,接受其他地区援助收入,调入资金,动用预算稳定调节基金,总计
2017,197068080000.0,79549450000.0,786550000.0,27473090000.0,7941040000.0,2145180000.0,12120910000.0,5933290000.0,2851120000.0,14361730000.0,12084580000.0,2076750000.0,5211870000.0,24429500000.0,103020000.0,84176870000.0,23905190000.0,15232960000.0,6005160000.0,6332760000.0,27136960000.0,2728130000.0,2835710000.0,281244950000.0,292097620000.0,31749450000.0,170505750000.0,89842420000.0,65456160000.0,8835070000.0,400000000.0,78260650000.0,40978150000.0,726294450000.0
