,税收收入,增值税,营业税,企业所得税,个人所得税,资源税,城市维护建设税,房产税,印花税,城镇土地使用税,土地增值税,车船税,耕地占用税,契税,烟叶税,非税收入,专项收入,行政事业性收费收入,罚没收入,国有资本经营收入,国有资源（资产）有偿使用收入,政府住房基金收入,其他收入,一般公共预算收入合计,中央税收返还及转移支付,中央税收返还收入,中央一般性转移支付收入,中央专项转移支付收入,地方政府一般债务收入,上年结转收入,接受其他地区援助收入,调入资金,动用预算稳定调节基金,总计
2016,185752810000.0,53034040000.0,30999030000.0,23324010000.0,5928150000.0,1781880000.0,11338570000.0,5157930000.0,2321840000.0,14186900000.0,10482890000.0,1683280000.0,6838230000.0,18540370000.0,135690000.0,81526390000.0,20909790000.0,16016080000.0,5274630000.0,4139800000.0,30028620000.0,2396700000.0,2760770000.0,267279200000.0,261059110000.0,25345450000.0,158027380000.0,77686280000.0,95685990000.0,9878740000.0,200000000.0,45719140000.0,25737560000.0,679822180000.0
