,增值税,营业税,企业所得税,个人所得税,资源税,城市维护建设税,房产税,印花税,城镇土地使用税,土地增值税,车船税,耕地占用税,契税,烟叶税,专项收入,行政事业性收费收入,罚没收入,国有资本经营收入,国有资源（资产）有偿使用收入,其他收入,一般公共预算收入合计,中央税收返还及转移支付,中央税收返还收入,中央一般性转移支付收入,中央专项转移支付收入,上年结转收入,调入资金,动用预算稳定调节基金,地方政府一般债务收入,总计
2015,27310850000.0,58680060000.0,23557320000.0,5313500000.0,2059610000.0,10605350000.0,4615240000.0,2159640000.0,13304710000.0,9041590000.0,1484970000.0,4511950000.0,17251710000.0,92720000.0,22669430000.0,14885840000.0,5440080000.0,2287160000.0,17384910000.0,2773650000.0,245430290000.0,248534140000.0,17429450000.0,142231300000.0,88873390000.0,10945100000.0,27146840000.0,14200110000.0,98625510000.0,644881990000.0
