,税收收入,增值税,营业税,企业所得税,个人所得税,资源税,城市维护建设税,房产税,印花税,城镇土地使用税,土地增值税,车船税,耕地占用税,契税,烟叶税,环境保护税,非税收入,专项收入,行政事业性收费收入,罚没收入,国有资本经营收入,国有资源（资产）有偿使用收入,政府住房基金收入,其他收入,一般公共预算收入合计,中央税收返还及转移支付,中央税收返还收入,中央一般性转移支付收入,中央专项转移支付收入,地方政府一般债务收入,上年结转收入,接受其他地区援助收入,调入资金,动用预算稳定调节基金,总计
2018,218074190000.0,90313040000.0,284580000.0,33469210000.0,9234960000.0,2247370000.0,14024990000.0,6509950000.0,3098540000.0,12252040000.0,14788290000.0,2398240000.0,5299490000.0,23764510000.0,93470000.0,295510000.0,86792860000.0,28097070000.0,14064440000.0,7799110000.0,4023520000.0,26956260000.0,3179020000.0,2673440000.0,304867050000.0,308280040000.0,31749450000.0,184057780000.0,92472810000.0,93993220000.0,8831320000.0,200000000.0,88664830000.0,38421990000.0,804836460000.0
