,税收收入,增值税,企业所得税,个人所得税,资源税,城市维护建设税,房产税,印花税,城镇土地使用税,土地增值税,车船税,耕地占用税,契税,烟叶税,环境保护税,其他税收收入,非税收入,专项收入,行政事业性收费收入,罚没收入,国有资本经营收入,国有资源（资产）有偿使用收入,捐赠收入,政府住房基金收入,其他收入,一般公共预算收入合计,中央税收返还收入,中央一般性转移支付收入,中央专项转移支付收入,调入资金,动用预算稳定调节基金,地方政府一般债务收入,接受其他地区援助收入,上年结转收入,总计
2021,238989470000.0,100758080000.0,39241740000.0,9352930000.0,3346080000.0,16337690000.0,8907020000.0,3722180000.0,11292000000.0,14297290000.0,2835660000.0,2271320000.0,26205380000.0,67350000.0,257080000.0,97670000.0,110830020000.0,31377730000.0,12772090000.0,11200440000.0,3429990000.0,43880990000.0,572220000.0,3043080000.0,4553480000.0,349819490000.0,31749450000.0,298239050000.0,28025380000.0,66632870000.0,65513940000.0,74426760000.0,200000000.0,10486660000.0,925093600000.0
