,税收收入,增值税,营业税,企业所得税,个人所得税,资源税,城市维护建设税,房产税,印花税,城镇土地使用税,土地增值税,车船税,耕地占用税,契税,烟叶税,环境保护税,其他税收,非税收入,专项收入,行政事业性收费收入,罚没收入,国有资本经营收入,国有资源（资产）有偿使用收入,捐赠收入,政府住房基金收入,其他收入,一般公共预算收入合计,中央税收返还及转移支付,中央税收返还收入,中央一般性转移支付收入,中央专项转移支付收入,地方政府一般债务收入,上年结转收入,调入资金,动用预算稳定调节基金,总计
2019,220955930000.0,94227710000.0,,37080200000.0,6511230000.0,2821170000.0,14316630000.0,6899250000.0,3398800000.0,10272150000.0,14684430000.0,2254690000.0,4680940000.0,23190320000.0,100240000.0,372310000.0,145860000.0,97297880000.0,28594360000.0,12471270000.0,8291620000.0,5116050000.0,35358300000.0,597240000.0,3384030000.0,3485010000.0,318253810000.0,337373770000.0,31749450000.0,275271910000.0,30352410000.0,45404480000.0,8628870000.0,123369700000.0,54577210000.0,833030630000.0
