,国有土地使用权出让收入,国有土地收益基金收入,农业土地开发资金收入,彩票公益金收入,城市基础设施配套费收入,车辆通行费收入,港口建设费收入,彩票发行销售机构业务费收入,污水处理费收入,其他政府性基金收入,政府性基金收入合计,中央财政对本市政府性基金补助收入,动用上年结转收入,地方政府专项债务收入,调入资金,总计
2020,298350000000.0,6659999999.999999,190000000.0,1300000000.0,5230000000.0,1680000000.0,60000000.0,280000000.0,3820000000.0000005,-70000000.0,317500000000.0,27850000000.0,45790000000.0,121440000000.00002,20000000.0,512600000000.0
