,国有土地使用权出让收入,国有土地收益基金收入,农业土地开发资金收入,彩票公益金收入,城市基础设施配套费收入,车辆通行费收入,港口建设费收入,彩票发行销售机构业务费收入,污水处理费收入,其他政府性基金收入,政府性基金收入合计,中央财政对本市政府性基金补助收入,动用上年结转收入,地方政府专项债务收入,调入资金,总计
2019,224850000000.0,5160000000.0,130000000.0,1410000000.0,3729999999.9999995,2020000000.0,270000000.0,310000000.0,3929999999.9999995,,241810000000.0,2200000000.0,16100000000.0,80580000000.0,1830000000.0,342520000000.0
