,国有土地使用权出让收入,国有土地收益基金收入,农业土地开发资金收入,彩票公益金收入,城市基础设施配套费收入,车辆通行费收入,港口建设费收入,彩票发行销售机构业务费收入,污水处理费收入,其他政府性基金收入,政府性基金收入合计,中央财政对本市政府性基金补助收入,动用上年结转收入,地方政府专项债务收入,调入资金,总计
2018,192770000000.0,4660000000.0,130000000.0,1380000000.0,4300000000.0,1870000000.0,290000000.0,280000000.0,3950000000.0,-90000000.0,209540000000.0,1880000000.0,32480000000.0,32380000000.0,2360000000.0,278640000000.0
