,文化事业建设费收入,新增建设用地土地有偿使用费收入,城市公用事业附加收入,国有土地使用权出让收入,国有土地收益基金收入,农业土地开发资金收入,彩票公益金收入,城市基础设施配套费收入,车辆通行费收入,残疾人就业保障金收入,地方教育附加收入,地方水利建设基金收入,港口建设费收入,其他政府性基金收入,政府性基金收入合计,中央财政对本市政府性基金补助收入,动用历年结余,调入资金,总计
2012,1350000000.0,1880000000.0,2480000000.0,102809999999.99998,2680000000.0,350000000.0,960000000.0,6260000000.0,459999999.99999994,2000000000.0,7090000000.000001,180000000.0,300000000.0,260000000.0,129059999999.99998,1480000000.0,5240000000.0,10930000000.0,146710000000.0
