,新增建设用地土地有偿使用费收入,城市公用事业附加收入,国有土地使用权出让收入,国有土地收益基金收入,农业土地开发资金收入,彩票公益金收入,城市基础设施配套费收入,车辆通行费收入,港口建设费收入,彩票发行销售机构业务费收入,污水处理费收入,其他政府性基金收入,政府性基金收入合计,中央财政对本市政府性基金补助收入,动用上年结转收入,地方政府专项债务收入,总计
2016,620000000.0,3170000000.0,208560000000.0,5290000000.0,170000000.0,1140000000.0,5530000000.0,1570000000.0,260000000.0,260000000.0,2800000000.0,130000000.0,229500000000.0,2730000000.0,49760000000.0,10000000000.0,398690000000.0
