,文化事业建设费收入,新增建设用地土地有偿使用费收入,城市公用事业附加收入,国有土地使用权出让收入,国有土地收益基金收入,农业土地开发资金收入,彩票公益金收入,城市基础设施配套费收入,车辆通行费收入,残疾人就业保障金收入,地方教育附加收入,地方水利建设基金收入,港口建设费收入,其他政府性基金收入,基金收入合计,中央财政对本市政府性基金补助收入,动用历年结余,调入资金,总计
2013,1530000000.0,930000000.0000001,2550000000.0,200390000000.0,6000000000.0,250000000.0,1130000000.0,8200000000.0,869999999.9999999,3110000000.0,7800000000.0,229999999.99999997,270000000.0,780000000.0,234040000000.0,1670000000.0,3670000000.0000005,3690000000.0,243069999999.99997
