,北京市,天津市,河北省,山西省,内蒙古自治区,辽宁省,大连市,吉林省,黑龙江省,上海市,江苏省,浙江省,宁波市,安徽省,福建省,厦门市,江西省,山东省,青岛市,河南省,湖北省,湖南省,广东省,深圳市,广西壮族自治区,海南省,重庆市,四川省,贵州省,云南省,西藏自治区,陕西省,甘肃省,青海省,宁夏回族自治区,新疆维吾尔自治区,新疆生产建设兵团
2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,231700000000.0,91200000000.0,316500000000.0,115200000000.0,65600000000.0,135100000000.0,30900000000.0,102100000000.0,44900000000.0,317500000000.0,1135900000000.0,951700000000.0,183700000000.0,279900000000.0,260800000000.0,82200000000.0,310200000000.0,610900000000.0,105200000000.0,373800000000.0,322900000000.0,335600000000.0,865000000000.0,128700000000.0,193900000000.0,52300000000.0,245800000000.0,478300000000.0,204700000000.0,155800000000.0,8800000000.0,210500000000.0,65000000000.0,18700000000.0,16000000000.0,59100000000.0,5900000000.0
2019,221600000000.0,143100000000.0,331800000000.0,118600000000.0,63700000000.0,88900000000.0,35200000000.0,66500000000.0,37800000000.0,241800000000.0,925000000000.0,865600000000.0,195200000000.0,337400000000.0,217000000000.0,40000000000.0,254100000000.0,553800000000.0,120500000000.0,408000000000.0,347500000000.0,299400000000.0,611200000000.0,100600000000.0,169900000000.0,75000000000.0,224800000000.0,418500000000.0,171100000000.0,159100000000.0,10300000000.0,186000000000.0,52100000000.0,24500000000.0,11900000000.0,52700000000.0,5200000000.0
2018,200900000000.0,116000000000.0,246200000000.0,84600000000.0,56700000000.0,75100000000.0,18300000000.0,55800000000.0,35700000000.0,209500000000.0,822300000000.0,773700000000.0,99900000000.0,303100000000.0,218800000000.0,39900000000.0,256900000000.0,511500000000.0,88600000000.0,382600000000.0,353500000000.0,223200000000.0,594400000000.0,96500000000.0,143500000000.0,66300000000.0,231600000000.0,382900000000.0,125000000000.0,128700000000.0,9600000000.0,146500000000.0,39900000000.0,13700000000.0,12100000000.0,61400000000.0,4600000000.0
2017,313300000000.0,123000000000.0,241900000000.0,76000000000.0,34300000000.0,51200000000.0,20000000000.0,51400000000.0,37300000000.0,196100000000.0,700600000000.0,584500000000.0,74800000000.0,319200000000.0,154000000000.0,45300000000.0,168700000000.0,323500000000.0,53400000000.0,251000000000.0,243400000000.0,128400000000.0,459200000000.0,103000000000.0,96700000000.0,39700000000.0,225100000000.0,266300000000.0,96100000000.0,73200000000.0,7300000000.0,103100000000.0,41400000000.0,8400000000.0,10900000000.0,44100000000.0,4500000000.0
2016,131600000000.0,91900000000.0,158100000000.0,53500000000.0,26300000000.0,56000000000.0,16300000000.0,39300000000.0,32000000000.0,229500000000.0,604800000000.0,315500000000.0,77500000000.0,245100000000.0,116200000000.0,46400000000.0,116000000000.0,251700000000.0,44500000000.0,184900000000.0,190700000000.0,104300000000.0,290400000000.0,96600000000.0,80500000000.0,38000000000.0,149700000000.0,170000000000.0,71600000000.0,43200000000.0,5100000000.0,75100000000.0,41100000000.0,7000000000.0,12900000000.0,33400000000.0,4600000000.0
2015,202800000000.0,73000000000.0,137700000000.0,52400000000.0,25000000000.0,74700000000.0,16200000000.0,36700000000.0,30600000000.0,231200000000.0,461800000000.0,227400000000.0,30100000000.0,172600000000.0,94400000000.0,36000000000.0,113100000000.0,251200000000.0,46900000000.0,143500000000.0,165500000000.0,117300000000.0,259300000000.0,96400000000.0,69600000000.0,32200000000.0,166400000000.0,176100000000.0,66200000000.0,40200000000.0,3900000000.0,80300000000.0,35300000000.0,7900000000.0,14700000000.0,33300000000.0,6000000000.0
