,增值税,营业税,企业所得税,个人所得税,城市维护建设税,房产税,城镇土地使用税,耕地占用税,契税,其他各税,国有资本经营收入(国有企业计划亏损补贴),教育费附加收入,排污费收入,水资源费收入,其他收入,一般公共预算收入合计,中央财政税收返还及补助收入,本市上解中央财政支出,上年结转收入,地方政府债券收入,调入资金,调入预算稳定调节基金,动用历年结余,总计
2010,38860000000.0,93390000000.0,60610000000.0,26120000000.0,8770000000.0,6230000000.0,2730000000.0,1210000000.0,17360000000.0,15510000000.0,-1130000000.0,4680000000.0,220000000.00000003,80000000.0,12720000000.0,287360000000.0,55700000000.0,-16919999999.999998,3500000000.0,7100000000.0,380000000.0,1730000000.0,819999999.9999999,339670000000.0
