,税收收入,增值税,企业所得税,个人所得税,城市维护建设税,房产税,印花税,城镇土地使用税,土地增值税,车船税,耕地占用税,契税,非税收入,专项收入,教育费附加收入,地方教育附加收入,文化事业建设费收入,残疾人就业保障金收入,教育资金收入,农田水利建设资金收入,水利建设专项收入,新增建设用地土地有偿使用费收入,其他专项收入,行政事业性收费收入,国有资源（资产）有偿使用收入,政府住房基金收入,其他收入,一般公共预算收入合计,中央财政税收返还和补助收入,上年结转收入,地方政府一般债务收入,调入资金,动用预算稳定调节基金,总计
2017,586550000000.0,246040000000.0,140230000000.0,69250000000.0,27150000000.0,20370000000.0,9490000000.0,4760000000.0,38770000000.0,2750000000.0,590000000.0,27150000000.0,77680000000.0,34430000000.0,14810000000.0,10120000000.0,1410000000.0,4770000000.0,1750000000.0,1400000000.0,160000000.0,,10000000.0,10080000000.0,23420000000.0,170000000.0,9580000000.0,664230000000.0,77950000000.0,19170000000.0,27389999999.999996,24490000000.0,54470000000.00001,867700000000.0
