,增值税,营业税,企业所得税,个人所得税,城市维护建设税,房产税,城镇土地使用税,耕地占用税,契税,其他各税,国有资本经营收入(国有企业计划亏损补贴),教育费附加收入,排污费收入,水资源费收入,其他收入,一般公共预算收入合计,中央财政税收返还和补助收入,上解中央财政支出,上年结转收入,地方政府债券收入,调入资金,调入预算稳定调节基金,动用历年结余,调出资金,总计
2014,96910000000.0,100190000000.0,94250000000.0,40860000000.0,17720000000.0,10000000000.0,3470000000.0000005,1450000000.0,21430000000.0,35630000000.0,-110000000.00000001,12030000000.0,160000000.0,260000000.0,24310000000.0,458560000000.00006,61890000000.0,-19990000000.0,4340000000.0,12600000000.0,2200000000.0,830000000.0000001,140000000.0,-2860000000.0,517710000000.00006
