,增值税,营业税,企业所得税,个人所得税,城市维护建设税,房产税,城镇土地使用税,耕地占用税,契税,其他各税,国有资本经营收入(国有企业计划亏损补贴),教育费附加收入,排污费收入,水资源费收入,其他收入,一般公共预算收入合计,中央财政税收返还及补助收入,本市上解中央财政支出,上年结转收入,地方政府债券收入,接受其他地区援助收入,调入资金,调入预算稳定调节基金,动用历年结余,调出资金,总计
2012,66710000000.0,89790000000.0,80680000000.0,31810000000.000004,14940000000.0,9260000000.0,3180000000.0,1200000000.0,14600000000.0,30510000000.000004,-950000000.0,10190000000.0,180000000.0,80000000.0,22190000000.0,374370000000.0,60110000000.0,-18600000000.0,5210000000.0,8900000000.0,10000000.0,3120000000.0,1960000000.0000002,310000000.0,-2590000000.0,432800000000.0
