,增值税,营业税,企业所得税,个人所得税,城市维护建设税,房产税,城镇土地使用税,耕地占用税,契税,其他各税,国有资本经营收入（国有企业计划亏损补贴）,教育费附加收入,排污费收入,水资源费收入,其他收入,一般公共预算收入合计,中央财政税收返还和补助收入,上解中央财政支出,上年结转收入,调入资金,调入预算稳定调节基金,动用历年结余,总计
2009,37250000000.0,83970000000.0,48170000000.0,23040000000.0,7240000000.000001,6290000000.0,2360000000.0,860000000.0,16200000000.0,11460000000.0,-930000000.0000001,3870000000.0000005,250000000.0,100000000.0,13900000000.0,254030000000.00003,49120000000.0,-17820000000.0,1000000000.0,280000000.0,9830000000.0,910000000.0,297350000000.0
