,税收收入,增值税,企业所得税,个人所得税,城市维护建设税,房产税,印花税,城镇土地使用税,土地增值税,车船税,耕地占用税,契税,非税收入,专项收入,教育费附加收入,地方教育附加收入,文化事业建设费收入,残疾人就业保障金收入,教育资金收入,农田水利建设资金收入,水利建设专项收入,其他专项收入,行政事业性收费收入,国有资源（资产）有偿使用收入,政府住房基金收入,其他收入,一般公共预算收入合计,中央财政税收返还和补助收入,上年结转收入,地方政府一般债务收入,调入资金,动用预算稳定调节基金,总计
2016,562590000000.0,246040000000.0,133690000000.00002,59310000000.0,23950000000.0,17100000000.0,7770000000.0,4300000000.0,33420000000.0,1970000000.0,459999999.99999994,34580000000.0,78020000000.0,37760000000.0,14700000000.0,10030000000.0,1550000000.0,5360000000.0,2900000000.0,2240000000.0,190000000.0,790000000.0,12840000000.0,21700000000.0,140000000.0,5580000000.0,640610000000.0,68740000000.0,10220000000.0,103300000000.0,26810000000.000004,39190000000.0,888870000000.0001
