,增值税,营业税,企业所得税,个人所得税,城市维护建设税,房产税,城镇土地使用税,耕地占用税,契税,其他各税,国有资本经营收入（国有企业计划亏损补贴）,教育费附加收入,排污费收入,水资源费收入,其他收入,一般公共预算收入合计,中央财政税收返还及补助收入,本市上解中央财政支出,上年结转收入,地方政府债券收入,调入资金,调入预算稳定调节基金,动用历年结余,调出资金,总计
2011,41670000000.0,104150000000.0,73110000000.0,31500000000.0,13910000000.0,7370000000.0,2910000000.0,1510000000.0,18070000000.0,23090000000.0,-919999999.9999999,9420000000.0,220000000.00000003,80000000.0,16890000000.0,342980000000.0,61320000000.00001,-17860000000.0,3310000000.0,7100000000.0,170000000.0,980000000.0000001,6200000000.0,-2010000000.0000002,402190000000.0
