,增值税,营业税,企业所得税,个人所得税,城市维护建设税,房产税,城镇土地使用税,耕地占用税,契税,其他各税,国有资本经营收入（国有企业计划亏损补贴）,教育费附加收入,排污费收入,水资源费收入,其他收入,一般公共预算收入合计,中央财政税收返还和补助收入,本市上解中央财政支出,上年结转收入,地方政府债券收入,调入资金,调入预算稳定调节基金,动用历年结余,调出资金,总计
2013,84850000000.0,96270000000.0,83740000000.0,35520000000.0,16790000000.0,9310000000.0,3080000000.0,1210000000.0,21510000000.0,27430000000.0,-160000000.0,11290000000.0,190000000.0,80000000.0,19840000000.0,410950000000.0,61129999999.99999,-19860000000.0,4660000000.0,11200000000.0,1170000000.0,450000000.0,310000000.0,-2670000000.0,467339999999.99994
