,税收收入,增值税,企业所得税,个人所得税,城市维护建设税,房产税,印花税,城镇土地使用税,土地增值税,车船税,耕地占用税,契税,环境保护税,非税收入,专项收入,教育费附加收入,地方教育附加收入,文化事业建设费收入,残疾人就业保障金收入,教育资金收入,农田水利建设资金收入,水利建设专项收入,其他专项收入,行政事业性收费收入,国有资源（资产）有偿使用收入,政府住房基金收入,其他收入,一般公共预算收入合计,中央财政税收返还和补助收入,上年结转收入,地方政府一般债务收入,调入资金,动用预算稳定调节基金,总计
2019,621630000000.0,276690000000.0,145210000000.0,60370000000.00001,28420000000.0,21680000000.0,10070000000.0,2290000000.0,41280000000.0,2230000000.0,1330000000.0,31520000000.0,229999999.99999997,94880000000.0,41850000000.0,16080000000.000002,7140000000.000001,1230000000.0,9650000000.0,4200000000.0,3400000000.0,140000000.0,10000000.0,7140000000.000001,30670000000.0,160000000.0,15060000000.0,716510000000.0,89980000000.0,23230000000.0,46170000000.0,27250000000.0,38020000000.0,941160000000.0
