,税收收入,增值税,企业所得税,个人所得税,城市维护建设税,房产税,印花税,城镇土地使用税,土地增值税,车船税,耕地占用税,契税,环境保护税,非税收入,专项收入,教育费附加收入,地方教育附加收入,文化事业建设费收入,残疾人就业保障金收入,教育资金收入,农田水利建设资金收入,水利建设专项收入,其他专项收入,行政事业性收费收入,国有资源（资产）有偿使用收入,政府住房基金收入,其他收入,一般公共预算收入合计,中央财政税收返还和补助收入,上年结转收入,地方政府一般债务收入,调入资金,动用预算稳定调节基金,总计
2021,660670000000.0,248590000000.0,169440000000.0,86080000000.0,30270000000.0,22200000000.0,12270000000.0,1860000000.0000002,46420000000.0,2030000000.0,290000000.0,41040000000.0,180000000.0,116509999999.99998,52420000000.00001,17090000000.0,11640000000.0,60000000.0,6730000000.0,9340000000.0,7470000000.0,80000000.0,10000000.0,8040000000.000001,43820000000.0,180000000.0,12050000000.0,777180000000.0,99680000000.0,18430000000.0,44310000000,34100000000.0,34770000000.0,1008470000000.0001
