,税收收入,增值税,企业所得税,个人所得税,城市维护建设税,房产税,印花税,城镇土地使用税,土地增值税,车船税,耕地占用税,契税,环境保护税,非税收入,专项收入,教育费附加收入,地方教育附加收入,文化事业建设费收入,残疾人就业保障金收入,教育资金收入,农田水利建设资金收入,水利建设专项收入,其他专项收入,行政事业性收费收入,国有资源（资产）有偿使用收入,政府住房基金收入,其他收入,一般公共预算收入合计,中央财政税收返还和补助收入,上年结转收入,地方政府一般债务收入,调入资金,动用预算稳定调节基金,总计
2018,628500000000.0,262480000000.00003,151870000000.0,77020000000.0,27589999999.999996,21380000000.0,9760000000.0,4400000000.0,42180000000.0,2570000000.0,570000000.0,28500000000.0,180000000.0,82310000000.0,43730000000.0,16640000000.0,9730000000.0,1530000000.0,6180000000.0,5190000000.0,4260000000.0,160000000.0,40000000.0,7159999999.999999,22900000000.0,160000000.0,8359999999.999999,710810000000.0,85080000000.0,15440000000.0,38210000000.0,26560000000.000004,66579999999.99999,942679999999.9999
