,税收收入,增值税,企业所得税,个人所得税,城市维护建设税,房产税,印花税,城镇土地使用税,土地增值税,车船税,耕地占用税,契税,环境保护税,非税收入,专项收入,教育费附加收入,地方教育附加收入,文化事业建设费收入,残疾人就业保障金收入,教育资金收入,农田水利建设资金收入,水利建设专项收入,其他专项收入,行政事业性收费收入,国有资源（资产）有偿使用收入,政府住房基金收入,其他收入,一般公共预算收入合计,中央财政税收返还和补助收入,上年结转收入,地方政府一般债务收入,调入资金,动用预算稳定调节基金,总计
2020,584190000000.0,228569999999.99997,139430000000.0,67040000000.0,26750000000.0,19870000000.0,9910000000.0,1810000000.0000002,49770000000.0,2060000000.0000002,830000000.0000001,38010000000.0,200000000.0,120440000000.00002,50500000000.0,15890000000.0,10830000000.0,180000000.0,6740000000.000001,9280000000.0,7430000000.0,140000000.0,10000000.0,6700000000.0,39940000000.0,150000000.0,23150000000.0,704630000000.0,111859999999.99998,22510000000.0,54040000000.0,51500000000.0,40970000000.0,985510000000.0
