,税收收入,税收收入,税收收入,税收收入,税收收入,税收收入,税收收入,税收收入,税收收入,税收收入,税收收入,税收收入,税收收入,税收收入,税收收入,税收收入,税收收入,税收收入,出口退税
,国内增值税,国内消费税,海关代征进口环节增值税和消费税,企业所得税,个人所得税,城镇土地使用税,城市维护建设税,证券交易印花税,其他印花税,土地增值税,房产税,车船税,车辆购置税,资源税,契税,耕地占用税,环境保护税,其他税收,出口退税
2019Q1,210188030000.0,41252440000.0,83753190000.0,115327020000.0,42349970000.0,352990000.0,10653700000.0,21447300000.0,2882230000.0,11658600000.0,3449660000.0,643000000.0,2322200000.0,36960000.0,7508100000.0,151520000.0,51680000.0,345060000.0,-69381000000.0
2019Q2,158369470000.0,20221440000.0,73468770000.0,138601370000.0,36634930000.0,1046580000.0,6476770000.0,16546750000.0,2285200000.0,13191910000.0,10045320000.0,524640000.0,2718090000.0,41230000.0,9031590000.0,145280000.0,64100000.0,118020000.0,-69108940000.0
2019Q3,103302010000.0,20032580000.0,74457260000.0,67899000000.0,34848920000.0,10500000.0,6257580000.0,13098510000.0,2454590000.0,11306760000.0,252980000.0,509040000.0,2319770000.0,35730000.0,8482890000.0,982730000.0,56090000.0,146320000.0,-20598880000.0
2019Q4,81729490000.0,2654170000.0,74644460000.0,52673740000.0,37099560000.0,878480000.0,5701300000.0,5671080000.0,2450370000.0,5118380000.0,7935510000.0,549210000.0,1985280000.0,40200000.0,6494940000.0,49500000.0,53140000.0,35080000.0,-18905390000.0
